,date,bins,total_size,air_aquality
2417,2002-08-12,within 300,23.0,74
2418,2002-08-12,within 350,18.0,74
2419,2002-08-12,within 400,0.30000000000000004,74
2420,2002-08-13,bigger then 400,1.1,32
2421,2002-08-13,within 100,1.3,32
2422,2002-08-13,within 150,0.30000000000000004,32
2423,2002-08-13,within 200,27.3,32
2424,2002-08-13,within 300,3.0,32
2425,2002-08-14,bigger then 400,0.2,28
2426,2002-08-14,within 150,103.79999999999998,28
2427,2002-08-14,within 250,2.0,28
2428,2002-08-14,within 300,8.2,28
2429,2002-08-14,within 400,502.0,28
2430,2002-08-15,bigger then 400,0.1,24
2431,2002-08-15,within 100,20.5,24
2432,2002-08-15,within 150,0.1,24
2433,2002-08-15,within 200,0.30000000000000004,24
2434,2002-08-15,within 250,2.2,24
2435,2002-08-16,within 100,0.30000000000000004,25
2436,2002-08-16,within 150,12.399999999999999,25
2437,2002-08-16,within 250,20.5,25
2438,2002-08-16,within 300,60.1,25
2439,2002-08-16,within 350,0.5,25
2440,2002-08-16,within 400,0.1,25
2441,2002-08-17,within 100,0.3,31
2442,2002-08-17,within 150,1.9,31
2443,2002-08-17,within 200,0.2,31
2444,2002-08-17,within 250,0.6,31
2445,2002-08-17,within 400,0.5,31
2446,2002-08-17,within 50,0.1,31
2447,2002-08-18,within 150,0.5,77
2448,2002-08-18,within 200,1.2000000000000002,77
2449,2002-08-18,within 250,9.7,77
2450,2002-08-18,within 300,0.1,77
2451,2002-08-18,within 350,0.2,77
2452,2002-08-18,within 400,0.1,77
2453,2002-08-18,within 50,0.1,77
2454,2002-08-19,within 150,3.7,26
2455,2002-08-19,within 200,0.1,26
2456,2002-08-19,within 250,0.2,26
2457,2002-08-19,within 300,1.8,26
2458,2002-08-19,within 350,0.1,26
2459,2002-08-20,bigger then 400,0.1,20
2460,2002-08-20,within 150,50.60000000000001,20
2461,2002-08-20,within 200,0.2,20
2462,2002-08-20,within 250,0.30000000000000004,20
2463,2002-08-21,bigger then 400,0.1,28
2464,2002-08-21,within 150,2.6000000000000005,28
2465,2002-08-21,within 200,0.2,28
2466,2002-08-21,within 250,715.0,28
2467,2002-08-21,within 300,0.2,28
2468,2002-08-21,within 400,0.30000000000000004,28
2469,2002-08-21,within 50,0.6,28
2470,2002-08-22,bigger then 400,61691.0,31
2471,2002-08-22,within 100,0.1,31
2472,2002-08-22,within 150,2.8000000000000003,31
2473,2002-08-22,within 250,0.4,31
2474,2002-08-22,within 300,1.1,31
2475,2002-08-22,within 350,0.2,31
2476,2002-08-22,within 400,0.2,31
2477,2002-08-23,bigger then 400,0.6,28
2478,2002-08-23,within 150,202.29999999999998,28
2479,2002-08-23,within 200,0.2,28
2480,2002-08-23,within 250,0.4,28
2481,2002-08-23,within 400,0.1,28
2482,2002-08-24,bigger then 400,381.3,34
2483,2002-08-24,within 150,0.7,34
2484,2002-08-24,within 200,0.1,34
2485,2002-08-24,within 250,0.7,34
2486,2002-08-24,within 350,0.1,34
2487,2002-08-25,bigger then 400,0.1,15
2488,2002-08-25,within 100,0.2,15
2489,2002-08-25,within 150,294.30000000000007,15
2490,2002-08-25,within 200,0.6,15
2491,2002-08-25,within 350,159.4,15
2492,2002-08-25,within 400,40.0,15
2493,2002-08-26,within 150,14.7,13
2494,2002-08-26,within 200,13.399999999999999,13
2495,2002-08-26,within 250,0.1,13
2496,2002-08-26,within 350,105.0,13
2497,2002-08-27,bigger then 400,1.2000000000000002,15
2498,2002-08-27,within 100,2.1,15
2499,2002-08-27,within 150,0.30000000000000004,15
2500,2002-08-27,within 200,2.5,15
2501,2002-08-27,within 250,1.9000000000000001,15
2502,2002-08-27,within 300,1.0,15
2503,2002-08-27,within 350,8.1,15
2504,2002-08-27,within 400,1.6,15
2505,2002-08-28,bigger then 400,275.0,28
2506,2002-08-28,within 150,51.0,28
2507,2002-08-28,within 200,0.5,28
2508,2002-08-28,within 250,410.3,28
2509,2002-08-28,within 300,150696.0,28
2510,2002-08-28,within 350,0.1,28
2511,2002-08-29,within 100,0.2,30
2512,2002-08-29,within 150,0.2,30
2513,2002-08-29,within 200,18.400000000000002,30
2514,2002-08-29,within 250,0.1,30
2515,2002-08-29,within 300,0.5,30
2516,2002-08-29,within 350,0.1,30
2517,2002-08-29,within 400,0.2,30
2518,2002-08-30,bigger then 400,0.1,45
2519,2002-08-30,within 100,2.0,45
2520,2002-08-30,within 150,6.5,45
2521,2002-08-30,within 200,0.1,45
2522,2002-08-30,within 250,2.2,45
2523,2002-08-30,within 300,0.5,45
2524,2002-08-30,within 400,1.0,45
2525,2002-08-31,bigger then 400,0.5,28
2526,2002-08-31,within 100,0.1,28
2527,2002-08-31,within 150,3.4,28
2528,2002-08-31,within 200,0.30000000000000004,28
2529,2002-08-31,within 250,0.4,28
2530,2002-08-31,within 300,0.30000000000000004,28
2531,2002-08-31,within 350,1.1,28
2532,2002-09-01,bigger then 400,2.1,37
2533,2002-09-01,within 100,1.2000000000000002,37
2534,2002-09-01,within 150,0.2,37
2535,2002-09-01,within 200,3.5,37
2536,2002-09-01,within 250,3.6,37
2537,2002-09-01,within 300,15.9,37
2538,2002-09-01,within 350,0.2,37
2539,2002-09-01,within 400,0.1,37
2540,2002-09-01,within 50,0.1,37
2541,2002-09-02,bigger then 400,0.30000000000000004,31
2542,2002-09-02,within 100,0.1,31
2543,2002-09-02,within 150,1.5000000000000002,31
2544,2002-09-02,within 200,34.5,31
2545,2002-09-02,within 250,0.4,31
2546,2002-09-02,within 300,0.1,31
2547,2002-09-02,within 350,0.30000000000000004,31
2548,2002-09-02,within 400,0.1,31
2549,2002-09-03,bigger then 400,0.1,27
2550,2002-09-03,within 100,778.1,27
2551,2002-09-03,within 150,18.200000000000003,27
2552,2002-09-03,within 200,0.30000000000000004,27
2553,2002-09-03,within 250,102.0,27
2554,2002-09-03,within 300,0.2,27
2555,2002-09-03,within 350,1043.3,27
2556,2002-09-03,within 400,0.1,27
2557,2002-09-04,bigger then 400,0.1,30
2558,2002-09-04,within 150,3.1000000000000005,30
2559,2002-09-04,within 250,86.7,30
2560,2002-09-04,within 300,0.1,30
2561,2002-09-04,within 350,5224.1,30
2562,2002-09-05,bigger then 400,0.5,27
2563,2002-09-05,within 100,140.29999999999998,27
2564,2002-09-05,within 150,0.6,27
2565,2002-09-05,within 200,0.2,27
2566,2002-09-05,within 250,0.2,27
2567,2002-09-05,within 350,2.0,27
2568,2002-09-06,bigger then 400,0.1,22
2569,2002-09-06,within 150,136.89999999999998,22
2570,2002-09-06,within 250,0.1,22
2571,2002-09-06,within 300,0.1,22
2572,2002-09-06,within 350,4.0,22
2573,2002-09-06,within 400,1.3,22
2574,2002-09-07,bigger then 400,0.1,23
2575,2002-09-07,within 200,0.3,23
2576,2002-09-07,within 250,1.3,23
2577,2002-09-07,within 350,10.1,23
2578,2002-09-08,bigger then 400,0.1,23
2579,2002-09-08,within 150,6.5,23
2580,2002-09-08,within 200,3.6,23
2581,2002-09-08,within 350,3.1,23
2582,2002-09-09,bigger then 400,1.2999999999999998,44
2583,2002-09-09,within 100,0.1,44
2584,2002-09-09,within 150,6.6,44
2585,2002-09-09,within 200,0.4,44
2586,2002-09-09,within 300,36.0,44
2587,2002-09-09,within 400,0.2,44
2588,2002-09-10,bigger then 400,0.1,40
2589,2002-09-10,within 100,0.1,40
2590,2002-09-10,within 150,0.1,40
2591,2002-09-10,within 200,575.4,40
2592,2002-09-10,within 250,0.1,40
2593,2002-09-10,within 300,25.1,40
2594,2002-09-11,bigger then 400,95.0,30
2595,2002-09-11,within 150,35.7,30
2596,2002-09-11,within 200,9.1,30
2597,2002-09-11,within 300,0.5,30
2598,2002-09-11,within 350,0.1,30
2599,2002-09-12,bigger then 400,20.1,26
2600,2002-09-12,within 150,0.2,26
2601,2002-09-12,within 200,0.4,26
2602,2002-09-12,within 250,58.2,26
2603,2002-09-12,within 350,30.0,26
2604,2002-09-12,within 400,771.0,26
2605,2002-09-13,bigger then 400,10.0,26
2606,2002-09-13,within 100,3.0,26
2607,2002-09-13,within 150,15.6,26
2608,2002-09-13,within 200,0.5,26
2609,2002-09-13,within 250,0.5,26
2610,2002-09-13,within 400,0.1,26
2611,2002-09-14,within 100,0.1,21
2612,2002-09-14,within 150,4.500000000000001,21
2613,2002-09-14,within 200,8.3,21
2614,2002-09-14,within 250,0.2,21
2615,2002-09-14,within 300,0.2,21
2616,2002-09-14,within 350,1306.5,21
2617,2002-09-14,within 400,25.400000000000002,21
2618,2002-09-15,bigger then 400,0.1,19
2619,2002-09-15,within 100,0.30000000000000004,19
2620,2002-09-15,within 150,0.8,19
2621,2002-09-15,within 200,0.7,19
2622,2002-09-15,within 250,22.900000000000002,19
2623,2002-09-15,within 300,0.30000000000000004,19
2624,2002-09-15,within 400,557.3,19
2625,2002-09-15,within 50,0.1,19
2626,2002-09-16,bigger then 400,0.2,18
2627,2002-09-16,within 100,0.1,18
2628,2002-09-16,within 150,0.7999999999999999,18
2629,2002-09-16,within 200,0.5,18
2630,2002-09-16,within 250,1.6,18
2631,2002-09-16,within 300,5.199999999999999,18
2632,2002-09-16,within 350,0.1,18
2633,2002-09-16,within 400,9.0,18
2634,2002-09-17,bigger then 400,0.1,28
2635,2002-09-17,within 100,3.3,28
2636,2002-09-17,within 150,0.5,28
2637,2002-09-17,within 250,59.1,28
2638,2002-09-17,within 300,0.1,28
2639,2002-09-17,within 350,1.0,28
2640,2002-09-18,within 100,1.0,28
2641,2002-09-18,within 150,0.1,28
2642,2002-09-18,within 200,0.7,28
2643,2002-09-18,within 300,0.1,28
2644,2002-09-18,within 50,0.1,28
2645,2002-09-19,bigger then 400,0.1,60
2646,2002-09-19,within 150,2.9000000000000004,60
2647,2002-09-19,within 200,0.1,60
2648,2002-09-19,within 250,0.2,60
2649,2002-09-19,within 300,0.3,60
2650,2002-09-19,within 350,0.1,60
2651,2002-09-20,bigger then 400,0.1,54
2652,2002-09-20,within 150,112.39999999999998,54
2653,2002-09-20,within 200,5.699999999999999,54
2654,2002-09-20,within 250,14.1,54
2655,2002-09-20,within 300,0.1,54
2656,2002-09-21,within 100,0.30000000000000004,35
2657,2002-09-21,within 150,0.7,35
2658,2002-09-21,within 200,10.8,35
2659,2002-09-21,within 250,6.8,35
2660,2002-09-22,bigger then 400,0.2,35
2661,2002-09-22,within 100,594.1,35
2662,2002-09-22,within 150,0.30000000000000004,35
2663,2002-09-22,within 200,0.2,35
2664,2002-09-22,within 300,0.1,35
2665,2002-09-22,within 350,0.2,35
2666,2002-09-22,within 400,0.1,35
2667,2002-09-23,bigger then 400,0.1,42
2668,2002-09-23,within 100,0.2,42
2669,2002-09-23,within 150,5.1,42
2670,2002-09-23,within 200,0.4,42
2671,2002-09-23,within 250,6.0,42
2672,2002-09-23,within 300,0.1,42
2673,2002-09-23,within 350,0.1,42
2674,2002-09-23,within 400,0.1,42
2675,2002-09-24,within 100,30.1,36
2676,2002-09-24,within 150,13.899999999999995,36
2677,2002-09-24,within 200,3.1,36
2678,2002-09-24,within 250,21.1,36
2679,2002-09-24,within 300,0.30000000000000004,36
2680,2002-09-24,within 400,0.1,36
2681,2002-09-25,bigger then 400,5.0,29
2682,2002-09-25,within 150,490.7,29
2683,2002-09-25,within 200,0.2,29
2684,2002-09-25,within 250,0.1,29
2685,2002-09-26,bigger then 400,15.2,36
2686,2002-09-26,within 100,0.2,36
2687,2002-09-26,within 150,0.1,36
2688,2002-09-26,within 350,0.1,36
2689,2002-09-26,within 400,1.0,36
2690,2002-09-27,bigger then 400,0.2,33
2691,2002-09-27,within 100,2.0,33
2692,2002-09-27,within 150,5.199999999999999,33
2693,2002-09-27,within 200,0.1,33
2694,2002-09-27,within 300,0.1,33
2695,2002-09-27,within 400,0.2,33
2696,2002-09-28,within 150,3.5,33
2697,2002-09-28,within 200,1.7,33
2698,2002-09-28,within 250,1.0,33
2699,2002-09-28,within 300,0.1,33
2700,2002-09-28,within 400,0.1,33
2701,2002-09-29,bigger then 400,0.2,36
2702,2002-09-29,within 150,0.5,36
2703,2002-09-29,within 200,0.2,36
2704,2002-09-30,within 100,6.0,32
2705,2002-09-30,within 200,0.5,32
2706,2002-09-30,within 250,2006.3999999999996,32
2707,2002-09-30,within 300,36.0,32
2708,2002-09-30,within 400,0.1,32
2709,2002-10-01,within 100,0.1,37
2710,2002-10-01,within 150,155.2,37
2711,2002-10-01,within 200,0.1,37
2712,2002-10-01,within 250,0.7,37
2713,2002-10-02,bigger then 400,0.1,39
2714,2002-10-02,within 150,4.0,39
2715,2002-10-02,within 250,391.1,39
2716,2002-10-03,bigger then 400,0.1,53
2717,2002-10-03,within 100,693.5,53
2718,2002-10-03,within 150,0.2,53
2719,2002-10-03,within 200,100.1,53
2720,2002-10-03,within 250,0.1,53
2721,2002-10-03,within 300,0.1,53
2722,2002-10-04,within 100,0.4,45
2723,2002-10-04,within 150,2.2,45
2724,2002-10-04,within 200,0.2,45
2725,2002-10-04,within 250,0.6,45
2726,2002-10-04,within 400,0.2,45
2727,2002-10-05,bigger then 400,0.3,52
2728,2002-10-05,within 150,3.3000000000000003,52
2729,2002-10-05,within 200,0.2,52
2730,2002-10-05,within 250,0.4,52
2731,2002-10-06,bigger then 400,0.8,53
2732,2002-10-06,within 150,0.1,53
2733,2002-10-06,within 200,0.2,53
2734,2002-10-06,within 250,0.1,53
2735,2002-10-06,within 350,5.0,53
2736,2002-10-06,within 400,0.2,53
2737,2002-10-07,bigger then 400,1.3,55
2738,2002-10-07,within 100,0.1,55
2739,2002-10-07,within 200,0.1,55
2740,2002-10-07,within 250,0.1,55
2741,2002-10-07,within 350,0.30000000000000004,55
2742,2002-10-07,within 400,0.2,55
2743,2002-10-08,bigger then 400,0.8,72
2744,2002-10-08,within 150,4.1,72
2745,2002-10-08,within 200,0.8999999999999999,72
2746,2002-10-09,within 100,0.1,27
2747,2002-10-09,within 150,213.29999999999998,27
2748,2002-10-09,within 250,0.2,27
2749,2002-10-09,within 300,0.2,27
2750,2002-10-09,within 350,70.0,27
2751,2002-10-10,within 150,28.1,29
2752,2002-10-10,within 300,3.1,29
2753,2002-10-10,within 400,37245.0,29
2754,2002-10-10,within 50,0.1,29
2755,2002-10-11,bigger then 400,0.1,40
2756,2002-10-11,within 100,3127.0,40
2757,2002-10-11,within 150,0.2,40
2758,2002-10-11,within 200,1.1,40
2759,2002-10-11,within 250,230.0,40
2760,2002-10-11,within 300,4.2,40
2761,2002-10-11,within 400,0.1,40
2762,2002-10-12,bigger then 400,0.30000000000000004,53
2763,2002-10-12,within 100,1.0,53
2764,2002-10-12,within 150,0.1,53
2765,2002-10-12,within 200,0.2,53
2766,2002-10-12,within 300,0.8999999999999999,53
2767,2002-10-13,bigger then 400,0.2,43
2768,2002-10-13,within 100,0.2,43
2769,2002-10-13,within 150,17.8,43
2770,2002-10-13,within 250,5.0,43
2771,2002-10-13,within 300,0.1,43
2772,2002-10-13,within 400,0.4,43
2773,2002-10-14,within 150,39.1,50
2774,2002-10-14,within 200,0.1,50
2775,2002-10-14,within 250,0.4,50
2776,2002-10-14,within 400,1.5,50
2777,2002-10-15,bigger then 400,0.1,46
2778,2002-10-15,within 150,1.1,46
2779,2002-10-15,within 250,1.8,46
2780,2002-10-16,bigger then 400,0.1,45
2781,2002-10-16,within 150,0.6,45
2782,2002-10-16,within 350,0.1,45
2783,2002-10-17,bigger then 400,2.1,50
2784,2002-10-17,within 150,0.1,50
2785,2002-10-17,within 200,25.0,50
2786,2002-10-17,within 300,2.0,50
2787,2002-10-17,within 400,0.1,50
2788,2002-10-18,bigger then 400,0.2,36
2789,2002-10-18,within 200,0.30000000000000004,36
2790,2002-10-18,within 250,0.1,36
2791,2002-10-18,within 300,0.5,36
2792,2002-10-18,within 400,0.1,36
2793,2002-10-18,within 50,7.0,36
2794,2002-10-19,within 150,0.1,33
2795,2002-10-19,within 250,1.2,33
2796,2002-10-19,within 400,0.1,33
2797,2002-10-20,bigger then 400,0.5,32
2798,2002-10-20,within 200,0.1,32
2799,2002-10-20,within 250,1.0,32
2800,2002-10-20,within 350,0.2,32
2801,2002-10-20,within 400,10.0,32
2802,2002-10-21,bigger then 400,0.2,51
2803,2002-10-21,within 150,0.1,51
2804,2002-10-21,within 200,0.6000000000000001,51
2805,2002-10-21,within 250,9.1,51
2806,2002-10-21,within 300,5.0,51
2807,2002-10-21,within 400,0.5,51
2808,2002-10-22,bigger then 400,40.0,27
2809,2002-10-22,within 150,3.0,27
2810,2002-10-22,within 200,0.7999999999999999,27
2811,2002-10-22,within 250,0.1,27
2812,2002-10-22,within 300,0.1,27
2813,2002-10-23,within 200,0.1,29
2814,2002-10-23,within 250,0.1,29
2815,2002-10-24,within 250,0.2,30
2816,2002-10-25,bigger then 400,0.30000000000000004,46
2817,2002-10-25,within 150,0.30000000000000004,46
2818,2002-10-25,within 200,92.5,46
2819,2002-10-25,within 250,0.1,46
2820,2002-10-25,within 300,0.1,46
2821,2002-10-25,within 400,40.0,46
2822,2002-10-26,bigger then 400,0.1,45
2823,2002-10-26,within 200,0.1,45
2824,2002-10-26,within 250,1.0,45
2825,2002-10-26,within 400,1.0,45
2826,2002-10-27,within 100,0.2,54
2827,2002-10-27,within 150,0.8999999999999999,54
2828,2002-10-27,within 200,19.1,54
2829,2002-10-27,within 250,2.3000000000000003,54
2830,2002-10-27,within 300,0.2,54
2831,2002-10-27,within 400,0.30000000000000004,54
2832,2002-10-28,bigger then 400,0.1,56
2833,2002-10-28,within 150,0.1,56
2834,2002-10-28,within 250,0.2,56
2835,2002-10-28,within 300,0.1,56
2836,2002-10-28,within 400,0.1,56
2837,2002-10-29,within 100,0.3,46
2838,2002-10-29,within 150,2.4,46
2839,2002-10-29,within 200,0.1,46
2840,2002-10-29,within 250,0.2,46
2841,2002-10-29,within 400,0.1,46
2842,2002-10-30,bigger then 400,0.7,38
2843,2002-10-30,within 150,3.1,38
2844,2002-10-30,within 200,0.1,38
2845,2002-10-30,within 250,1.4000000000000001,38
2846,2002-10-30,within 300,0.1,38
2847,2002-10-30,within 350,0.2,38
2848,2002-10-31,bigger then 400,1.0,54
2849,2002-10-31,within 150,1.2,54
2850,2002-10-31,within 200,1.0,54
2851,2002-10-31,within 300,0.1,54
2852,2002-10-31,within 350,0.1,54
2853,2002-11-01,bigger then 400,0.2,52
2854,2002-11-01,within 100,5.0,52
2855,2002-11-01,within 150,3.4,52
2856,2002-11-01,within 200,0.2,52
2857,2002-11-01,within 250,0.1,52
2858,2002-11-01,within 300,0.1,52
2859,2002-11-01,within 350,0.1,52
2860,2002-11-01,within 400,0.1,52
2861,2002-11-02,bigger then 400,0.7,58
2862,2002-11-02,within 100,0.2,58
2863,2002-11-02,within 150,0.6,58
2864,2002-11-02,within 200,0.2,58
2865,2002-11-02,within 250,0.8999999999999999,58
2866,2002-11-02,within 300,0.1,58
2867,2002-11-03,bigger then 400,0.1,48
2868,2002-11-03,within 100,0.30000000000000004,48
2869,2002-11-03,within 150,1.7000000000000002,48
2870,2002-11-03,within 200,1.2,48
2871,2002-11-03,within 250,0.1,48
2872,2002-11-03,within 350,1.3,48
2873,2002-11-04,bigger then 400,5.0,29
2874,2002-11-04,within 150,0.1,29
2875,2002-11-04,within 200,0.6,29
2876,2002-11-04,within 250,0.1,29
2877,2002-11-04,within 300,51.7,29
2878,2002-11-04,within 400,0.2,29
2879,2002-11-05,bigger then 400,0.1,58
2880,2002-11-05,within 150,19.900000000000002,58
2881,2002-11-05,within 200,0.2,58
2882,2002-11-05,within 250,1.0,58
2883,2002-11-06,bigger then 400,0.1,42
2884,2002-11-06,within 100,0.1,42
2885,2002-11-06,within 150,3.5,42
2886,2002-11-06,within 200,90.5,42
2887,2002-11-06,within 250,0.30000000000000004,42
2888,2002-11-07,within 150,0.4,30
2889,2002-11-07,within 200,59.0,30
2890,2002-11-08,within 250,60.0,27
2891,2002-11-09,bigger then 400,0.1,31
2892,2002-11-09,within 200,3.1,31
2893,2002-11-10,within 250,2.0,30
2894,2002-11-11,within 350,0.30000000000000004,42
2895,2002-11-12,,,51
2896,2002-11-13,,,52
2897,2002-11-14,within 150,1.0,50
2898,2002-11-14,within 250,0.1,50
2899,2002-11-14,within 350,15.1,50
2900,2002-11-14,within 400,8.0,50
2901,2002-11-15,within 300,1.0,132
2902,2002-11-16,bigger then 400,0.30000000000000004,107
2903,2002-11-16,within 150,1.3,107
2904,2002-11-17,bigger then 400,0.2,50
2905,2002-11-17,within 150,3.0,50
2906,2002-11-18,within 150,0.1,57
2907,2002-11-18,within 200,43.0,57
2908,2002-11-18,within 300,0.1,57
2909,2002-11-19,bigger then 400,0.5,71
2910,2002-11-19,within 150,0.1,71
2911,2002-11-19,within 200,0.1,71
2912,2002-11-19,within 400,0.1,71
2913,2002-11-20,bigger then 400,2.3,135
2914,2002-11-20,within 150,4.699999999999999,135
2915,2002-11-20,within 400,0.1,135
2916,2002-11-21,bigger then 400,0.1,157
2917,2002-11-21,within 400,10.0,157
2918,2002-11-22,bigger then 400,0.1,76
2919,2002-11-22,within 250,0.1,76
2920,2002-11-22,within 300,0.1,76
2921,2002-11-22,within 350,0.2,76
2922,2002-11-23,within 150,0.5,52
2923,2002-11-24,within 150,0.1,56
2924,2002-11-25,bigger then 400,0.2,53
2925,2002-11-25,within 150,2530.2,53
2926,2002-11-25,within 200,3.3000000000000003,53
2927,2002-11-25,within 350,0.1,53
2928,2002-11-25,within 400,3.1,53
2929,2002-11-26,within 100,4.0,46
2930,2002-11-26,within 150,388.9000000000001,46
2931,2002-11-26,within 200,0.3,46
2932,2002-11-26,within 250,6.1,46
2933,2002-11-26,within 300,10.0,46
2934,2002-11-26,within 350,8.1,46
2935,2002-11-27,within 200,3.0,82
2936,2002-11-28,within 350,2.0,153
2937,2002-11-29,within 100,3.0,134
2938,2002-11-29,within 150,3.1,134
2939,2002-11-29,within 250,6.0,134
2940,2002-11-30,bigger then 400,0.30000000000000004,126
2941,2002-11-30,within 100,1200.2,126
2942,2002-11-30,within 150,295.0,126
2943,2002-12-01,bigger then 400,0.4,158
2944,2002-12-01,within 100,0.1,158
2945,2002-12-01,within 150,1005.0,158
2946,2002-12-01,within 200,378.0,158
2947,2002-12-01,within 250,5.5,158
2948,2002-12-01,within 350,0.1,158
2949,2002-12-02,within 150,1763.1,140
2950,2002-12-03,bigger then 400,0.1,115
2951,2002-12-03,within 250,0.1,115
2952,2002-12-04,,,145
2953,2002-12-05,within 150,0.1,152
2954,2002-12-06,within 400,4.0,159
2955,2002-12-07,,,157
2956,2002-12-08,within 100,0.2,156
2957,2002-12-08,within 150,0.5,156
2958,2002-12-08,within 200,0.1,156
2959,2002-12-09,within 350,0.1,114
2960,2002-12-10,bigger then 400,0.1,37
2961,2002-12-10,within 350,0.1,37
2962,2002-12-11,,,51
2963,2002-12-12,bigger then 400,0.1,75
2964,2002-12-12,within 350,1.0,75
2965,2002-12-13,bigger then 400,0.5,30
2966,2002-12-13,within 350,0.30000000000000004,30
2967,2002-12-14,,,33
2968,2002-12-15,bigger then 400,0.3,33
2969,2002-12-16,within 150,0.2,35
2970,2002-12-16,within 250,0.1,35
2971,2002-12-17,,,39
2972,2002-12-18,,,41
2973,2002-12-19,,,33
2974,2002-12-20,within 150,0.1,27
2975,2002-12-21,bigger then 400,0.1,28
2976,2002-12-21,within 100,0.1,28
2977,2002-12-22,,,29
2978,2002-12-23,bigger then 400,0.1,37
2979,2002-12-23,within 100,0.1,37
2980,2002-12-24,bigger then 400,0.1,65
2981,2002-12-25,bigger then 400,0.1,89
2982,2002-12-25,within 50,0.1,89
2983,2002-12-26,,,23
2984,2002-12-27,within 150,0.1,23
2985,2002-12-28,bigger then 400,0.2,33
2986,2002-12-28,within 150,0.1,33
2987,2002-12-29,,,38
2988,2002-12-30,,,35
2989,2002-12-31,bigger then 400,0.2,41
2990,2003-01-01,within 150,0.1,65
2991,2003-01-01,within 350,0.1,65
2992,2003-01-02,bigger then 400,0.1,64
2993,2003-01-03,within 300,0.2,61
2994,2003-01-04,within 400,0.2,60
2995,2003-01-05,within 150,0.1,70
2996,2003-01-06,bigger then 400,0.8999999999999999,40
2997,2003-01-06,within 150,2.2,40
2998,2003-01-06,within 350,18.6,40
2999,2003-01-06,within 400,1.45,40
3000,2003-01-07,bigger then 400,1.7000000000000002,93
3001,2003-01-07,within 350,772.0,93
3002,2003-01-08,bigger then 400,0.1,104
3003,2003-01-08,within 300,0.1,104
3004,2003-01-08,within 400,245.0,104
3005,2003-01-09,,,95
3006,2003-01-10,bigger then 400,0.2,30
3007,2003-01-11,within 300,0.1,54
3008,2003-01-11,within 350,0.1,54
3009,2003-01-12,,,40
3010,2003-01-13,bigger then 400,0.1,40
3011,2003-01-14,bigger then 400,0.1,33
3012,2003-01-15,,,40
3013,2003-01-16,,,55
3014,2003-01-17,within 150,0.1,85
3015,2003-01-18,bigger then 400,0.1,102
3016,2003-01-18,within 100,0.1,102
3017,2003-01-18,within 150,1.0,102
3018,2003-01-19,within 150,0.1,104
3019,2003-01-19,within 350,0.1,104
3020,2003-01-19,within 400,0.1,104
3021,2003-01-20,bigger then 400,0.1,116
3022,2003-01-20,within 100,0.1,116
3023,2003-01-20,within 400,0.1,116
3024,2003-01-21,within 100,0.1,76
3025,2003-01-21,within 150,0.1,76
3026,2003-01-22,,,52
3027,2003-01-23,within 350,0.1,30
3028,2003-01-24,within 100,0.1,21
3029,2003-01-24,within 400,1.0,21
3030,2003-01-25,within 150,0.1,59
3031,2003-01-26,within 400,0.1,69
3032,2003-01-27,bigger then 400,30.0,63
3033,2003-01-27,within 100,0.1,63
3034,2003-01-28,within 350,0.2,39
3035,2003-01-29,,,58
3036,2003-01-30,,,36
3037,2003-01-31,within 400,0.1,94
3038,2003-02-01,within 150,0.8,29
3039,2003-02-02,bigger then 400,0.1,38
3040,2003-02-03,within 150,0.1,37
3041,2003-02-04,bigger then 400,0.1,38
3042,2003-02-04,within 150,6.1,38
3043,2003-02-05,bigger then 400,0.1,38
3044,2003-02-06,within 150,2.5,42
3045,2003-02-06,within 200,0.3,42
3046,2003-02-07,bigger then 400,0.1,43
3047,2003-02-07,within 150,0.1,43
3048,2003-02-07,within 250,0.2,43
3049,2003-02-08,within 100,0.1,56
3050,2003-02-08,within 400,0.6,56
3051,2003-02-09,bigger then 400,0.2,44
3052,2003-02-09,within 400,0.25,44
3053,2003-02-10,within 150,1.5,52
3054,2003-02-10,within 200,0.1,52
3055,2003-02-11,bigger then 400,1.1,45
3056,2003-02-11,within 150,0.1,45
3057,2003-02-11,within 300,0.1,45
3058,2003-02-12,,,85
3059,2003-02-13,within 250,0.1,62
3060,2003-02-13,within 400,0.2,62
3061,2003-02-14,bigger then 400,0.1,28
3062,2003-02-15,bigger then 400,0.30000000000000004,31
3063,2003-02-16,bigger then 400,0.1,34
3064,2003-02-16,within 200,0.1,34
3065,2003-02-17,within 300,0.1,33
3066,2003-02-18,,,36
3067,2003-02-19,bigger then 400,0.1,33
3068,2003-02-20,within 300,0.1,42
3069,2003-02-21,within 400,0.1,35
3070,2003-02-22,bigger then 400,1.0,42
3071,2003-02-22,within 200,5.0,42
3072,2003-02-23,,,51
3073,2003-02-24,bigger then 400,0.5,62
3074,2003-02-25,,,37
3075,2003-02-26,,,30
3076,2003-02-27,,,39
3077,2003-02-28,,,33
3078,2003-03-01,,,31
3079,2003-03-02,bigger then 400,0.1,31
3080,2003-03-03,bigger then 400,0.5,34
3081,2003-03-03,within 250,0.1,34
3082,2003-03-03,within 350,0.1,34
3083,2003-03-04,bigger then 400,0.1,34
3084,2003-03-04,within 150,0.1,34
3085,2003-03-05,within 200,0.1,33
3086,2003-03-05,within 300,0.5,33
3087,2003-03-06,within 100,0.1,41
3088,2003-03-06,within 150,0.1,41
